Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	threshold
ENSSSCG00000034184	0.271428571428571	1.40089655473568	0.539103274768851	2.59856806719703	0.00936134833493644	1	FALSE
ENSSSCG00000013753	0.457142857142857	1.38018961220568	0.488463746056997	2.82557226272557	0.00471962410323076	1	FALSE
ENSSSCG00000008649	0.514285714285714	1.32634157065333	0.478505268552674	2.77184319133014	0.00557398806407628	1	FALSE
ENSSSCG00000036893	0.328571428571429	1.23158002810312	0.525939108859361	2.3416779763234	0.019197270596951	1	FALSE
ENSSSCG00000040815	0.485714285714286	1.21531024413267	0.486865329698201	2.49619385485102	0.0125533976770515	1	FALSE
ENSSSCG00000036914	0.314285714285714	1.15357752675984	0.53333829149363	2.16293775481452	0.0305459674240902	1	FALSE
ENSSSCG00000002993	0.4	1.12865089498136	0.509101628162888	2.21694615091713	0.0266267715180024	1	FALSE
ENSSSCG00000025107	0.528571428571429	1.10701439523986	0.481195427069653	2.30055053095843	0.0214170499607263	1	FALSE
ENSSSCG00000002265	0.214285714285714	1.07171562683401	0.553249103844397	1.9371303439751	0.0527294122401182	1	FALSE
ENSSSCG00000026290	0.385714285714286	1.05826156145151	0.515209135615749	2.05404269508291	0.0399715595902225	1	FALSE
